Datetime;Parking;Free slots
2026-05-12 11:00:00;P+R Mały Płaszów;86.0
2026-05-12 11:00:00;P+R Nowy Bieżanów;0.0
2026-05-12 11:00:00;P+R Kurdwanów;48.0
2026-05-12 11:30:00;P+R Górka Narodowa;156.0
2026-05-12 11:30:00;P+R Pachońskiego;0.0
2026-05-12 11:30:00;P+R Krowodrza Górka;0.0
2026-05-12 11:30:00;P+R Czerwone Maki;0.0
2026-05-12 11:30:00;P+R Mały Płaszów;88.0
2026-05-12 11:30:00;P+R Nowy Bieżanów;1.0
2026-05-12 11:30:00;P+R Kurdwanów;46.0
2026-05-12 12:00:00;P+R Górka Narodowa;161.0
2026-05-12 12:00:00;P+R Pachońskiego;0.0
2026-05-12 12:00:00;P+R Krowodrza Górka;2.0
2026-05-12 12:00:00;P+R Czerwone Maki;4.0
2026-05-12 12:00:00;P+R Mały Płaszów;87.0
2026-05-12 12:00:00;P+R Nowy Bieżanów;1.0
2026-05-12 12:00:00;P+R Kurdwanów;52.0
2026-05-12 12:30:00;P+R Górka Narodowa;157.0
2026-05-12 12:30:00;P+R Pachońskiego;0.0
2026-05-12 12:30:00;P+R Krowodrza Górka;7.0
2026-05-12 12:30:00;P+R Czerwone Maki;0.0
2026-05-12 12:30:00;P+R Mały Płaszów;86.0
2026-05-12 12:30:00;P+R Nowy Bieżanów;1.0
2026-05-12 12:30:00;P+R Kurdwanów;53.0
2026-05-12 13:00:00;P+R Górka Narodowa;156.0
2026-05-12 13:00:00;P+R Pachońskiego;0.0
2026-05-12 13:00:00;P+R Krowodrza Górka;7.0
2026-05-12 13:00:00;P+R Czerwone Maki;0.0
2026-05-12 13:00:00;P+R Mały Płaszów;84.0
2026-05-12 13:00:00;P+R Nowy Bieżanów;2.0
2026-05-12 13:00:00;P+R Kurdwanów;53.0
2026-05-12 13:30:00;P+R Górka Narodowa;164.0
2026-05-12 13:30:00;P+R Pachońskiego;0.0
2026-05-12 13:30:00;P+R Krowodrza Górka;4.0
2026-05-12 13:30:00;P+R Czerwone Maki;5.0
2026-05-12 13:30:00;P+R Mały Płaszów;84.0
2026-05-12 13:30:00;P+R Nowy Bieżanów;4.0
2026-05-12 13:30:00;P+R Kurdwanów;50.0
2026-05-12 14:00:00;P+R Górka Narodowa;174.0
2026-05-12 14:00:00;P+R Pachońskiego;1.0
2026-05-12 14:00:00;P+R Krowodrza Górka;3.0
2026-05-12 14:00:00;P+R Czerwone Maki;15.0
2026-05-12 14:00:00;P+R Mały Płaszów;81.0
2026-05-12 14:00:00;P+R Nowy Bieżanów;10.0
2026-05-12 14:00:00;P+R Kurdwanów;45.0
2026-05-12 14:30:00;P+R Górka Narodowa;180.0
2026-05-12 14:30:00;P+R Pachońskiego;3.0
2026-05-12 14:30:00;P+R Krowodrza Górka;6.0
2026-05-12 14:30:00;P+R Czerwone Maki;18.0
2026-05-12 14:30:00;P+R Mały Płaszów;79.0
2026-05-12 14:30:00;P+R Nowy Bieżanów;10.0
2026-05-12 14:30:00;P+R Kurdwanów;45.0
2026-05-12 15:00:00;P+R Górka Narodowa;194.0
2026-05-12 15:00:00;P+R Pachońskiego;9.0
2026-05-12 15:00:00;P+R Krowodrza Górka;11.0
2026-05-12 15:00:00;P+R Czerwone Maki;29.0
2026-05-12 15:00:00;P+R Mały Płaszów;81.0
2026-05-12 15:00:00;P+R Nowy Bieżanów;19.0
2026-05-12 15:00:00;P+R Kurdwanów;47.0
2026-05-12 15:30:00;P+R Górka Narodowa;205.0
2026-05-12 15:30:00;P+R Pachońskiego;33.0
2026-05-12 15:30:00;P+R Krowodrza Górka;20.0
2026-05-12 15:30:00;P+R Czerwone Maki;42.0
2026-05-12 15:30:00;P+R Mały Płaszów;83.0
2026-05-12 15:30:00;P+R Nowy Bieżanów;29.0
2026-05-12 15:30:00;P+R Kurdwanów;60.0
2026-05-12 16:00:00;P+R Górka Narodowa;236.0
2026-05-12 16:00:00;P+R Pachońskiego;51.0
2026-05-12 16:00:00;P+R Krowodrza Górka;37.0
2026-05-12 16:00:00;P+R Czerwone Maki;66.0
2026-05-12 16:00:00;P+R Mały Płaszów;92.0
2026-05-12 16:00:00;P+R Nowy Bieżanów;52.0
2026-05-12 16:00:00;P+R Kurdwanów;82.0
2026-05-12 16:30:00;P+R Górka Narodowa;258.0
2026-05-12 16:30:00;P+R Pachońskiego;58.0
2026-05-12 16:30:00;P+R Krowodrza Górka;47.0
2026-05-12 16:30:00;P+R Czerwone Maki;86.0
2026-05-12 16:30:00;P+R Mały Płaszów;97.0
2026-05-12 16:30:00;P+R Nowy Bieżanów;63.0
2026-05-12 16:30:00;P+R Kurdwanów;88.0
2026-05-12 17:00:00;P+R Górka Narodowa;305.0
2026-05-12 17:00:00;P+R Pachońskiego;61.0
2026-05-12 17:00:00;P+R Krowodrza Górka;53.0
2026-05-12 17:00:00;P+R Czerwone Maki;110.0
2026-05-12 17:00:00;P+R Mały Płaszów;107.0
2026-05-12 17:00:00;P+R Nowy Bieżanów;72.0
2026-05-12 17:00:00;P+R Kurdwanów;102.0
2026-05-12 17:30:00;P+R Górka Narodowa;319.0
2026-05-12 17:30:00;P+R Pachońskiego;62.0
2026-05-12 17:30:00;P+R Krowodrza Górka;57.0
2026-05-12 17:30:00;P+R Czerwone Maki;115.0
2026-05-12 17:30:00;P+R Mały Płaszów;118.0
2026-05-12 17:30:00;P+R Nowy Bieżanów;79.0
2026-05-12 17:30:00;P+R Kurdwanów;106.0
2026-05-12 18:00:00;P+R Górka Narodowa;343.0
2026-05-12 18:00:00;P+R Pachońskiego;66.0
2026-05-12 18:00:00;P+R Krowodrza Górka;64.0
2026-05-12 18:00:00;P+R Czerwone Maki;130.0
2026-05-12 18:00:00;P+R Mały Płaszów;120.0
2026-05-12 18:00:00;P+R Nowy Bieżanów;82.0
2026-05-12 18:00:00;P+R Kurdwanów;112.0
2026-05-12 18:30:00;P+R Górka Narodowa;
2026-05-12 18:30:00;P+R Pachońskiego;
2026-05-12 18:30:00;P+R Krowodrza Górka;
2026-05-12 18:30:00;P+R Czerwone Maki;
2026-05-12 18:30:00;P+R Mały Płaszów;
2026-05-12 18:30:00;P+R Nowy Bieżanów;
2026-05-12 18:30:00;P+R Kurdwanów;
2026-05-12 19:00:00;P+R Górka Narodowa;369.0
2026-05-12 19:00:00;P+R Pachońskiego;72.0
2026-05-12 19:00:00;P+R Krowodrza Górka;73.0
2026-05-12 19:00:00;P+R Czerwone Maki;142.0
2026-05-12 19:00:00;P+R Mały Płaszów;129.0
2026-05-12 19:00:00;P+R Nowy Bieżanów;86.0
2026-05-12 19:00:00;P+R Kurdwanów;128.0
2026-05-12 19:30:00;P+R Górka Narodowa;379.0
2026-05-12 19:30:00;P+R Pachońskiego;74.0
2026-05-12 19:30:00;P+R Krowodrza Górka;70.0
2026-05-12 19:30:00;P+R Czerwone Maki;148.0
2026-05-12 19:30:00;P+R Mały Płaszów;136.0
2026-05-12 19:30:00;P+R Nowy Bieżanów;88.0
2026-05-12 19:30:00;P+R Kurdwanów;132.0
2026-05-12 20:00:00;P+R Górka Narodowa;389.0
2026-05-12 20:00:00;P+R Pachońskiego;77.0
2026-05-12 20:00:00;P+R Krowodrza Górka;71.0
2026-05-12 20:00:00;P+R Czerwone Maki;154.0
2026-05-12 20:00:00;P+R Mały Płaszów;139.0
2026-05-12 20:00:00;P+R Nowy Bieżanów;93.0
2026-05-12 20:00:00;P+R Kurdwanów;135.0
2026-05-12 20:30:00;P+R Górka Narodowa;396.0
2026-05-12 20:30:00;P+R Pachońskiego;82.0
2026-05-12 20:30:00;P+R Krowodrza Górka;77.0
2026-05-12 20:30:00;P+R Czerwone Maki;153.0
2026-05-12 20:30:00;P+R Mały Płaszów;142.0
2026-05-12 20:30:00;P+R Nowy Bieżanów;94.0
2026-05-12 20:30:00;P+R Kurdwanów;138.0
2026-05-12 21:00:00;P+R Górka Narodowa;407.0
2026-05-12 21:00:00;P+R Pachońskiego;84.0
2026-05-12 21:00:00;P+R Krowodrza Górka;79.0
2026-05-12 21:00:00;P+R Czerwone Maki;161.0
2026-05-12 21:00:00;P+R Mały Płaszów;151.0
2026-05-12 21:00:00;P+R Nowy Bieżanów;96.0
2026-05-12 21:00:00;P+R Kurdwanów;142.0
2026-05-12 21:30:00;P+R Górka Narodowa;413.0
2026-05-12 21:30:00;P+R Pachońskiego;88.0
2026-05-12 21:30:00;P+R Krowodrza Górka;84.0
2026-05-12 21:30:00;P+R Czerwone Maki;162.0
2026-05-12 21:30:00;P+R Mały Płaszów;151.0
2026-05-12 21:30:00;P+R Nowy Bieżanów;97.0
2026-05-12 21:30:00;P+R Kurdwanów;146.0
2026-05-12 22:00:00;P+R Górka Narodowa;422.0
2026-05-12 22:00:00;P+R Pachońskiego;88.0
2026-05-12 22:00:00;P+R Krowodrza Górka;89.0
2026-05-12 22:00:00;P+R Czerwone Maki;170.0
2026-05-12 22:00:00;P+R Mały Płaszów;152.0
2026-05-12 22:00:00;P+R Nowy Bieżanów;98.0
2026-05-12 22:00:00;P+R Kurdwanów;148.0
2026-05-12 22:30:00;P+R Górka Narodowa;426.0
2026-05-12 22:30:00;P+R Pachońskiego;88.0
2026-05-12 22:30:00;P+R Krowodrza Górka;95.0
2026-05-12 22:30:00;P+R Czerwone Maki;171.0
2026-05-12 22:30:00;P+R Mały Płaszów;153.0
2026-05-12 22:30:00;P+R Nowy Bieżanów;98.0
2026-05-12 22:30:00;P+R Kurdwanów;148.0
2026-05-12 23:00:00;P+R Górka Narodowa;430.0
2026-05-12 23:00:00;P+R Pachońskiego;88.0
2026-05-12 23:00:00;P+R Krowodrza Górka;96.0
2026-05-12 23:00:00;P+R Czerwone Maki;172.0
2026-05-12 23:00:00;P+R Mały Płaszów;154.0
2026-05-12 23:00:00;P+R Nowy Bieżanów;98.0
2026-05-12 23:00:00;P+R Kurdwanów;153.0
2026-05-12 23:30:00;P+R Górka Narodowa;436.0
2026-05-12 23:30:00;P+R Pachońskiego;88.0
2026-05-12 23:30:00;P+R Krowodrza Górka;96.0
2026-05-12 23:30:00;P+R Czerwone Maki;173.0
2026-05-12 23:30:00;P+R Mały Płaszów;155.0
2026-05-12 23:30:00;P+R Nowy Bieżanów;99.0
2026-05-12 23:30:00;P+R Kurdwanów;155.0
2026-05-13 00:00:00;P+R Górka Narodowa;436.0
2026-05-13 00:00:00;P+R Pachońskiego;88.0
2026-05-13 00:00:00;P+R Krowodrza Górka;97.0
2026-05-13 00:00:00;P+R Czerwone Maki;175.0
2026-05-13 00:00:00;P+R Mały Płaszów;155.0
2026-05-13 00:00:00;P+R Nowy Bieżanów;99.0
2026-05-13 00:00:00;P+R Kurdwanów;155.0
2026-05-13 00:30:00;P+R Górka Narodowa;436.0
2026-05-13 00:30:00;P+R Pachońskiego;88.0
2026-05-13 00:30:00;P+R Krowodrza Górka;97.0
2026-05-13 00:30:00;P+R Czerwone Maki;175.0
2026-05-13 00:30:00;P+R Mały Płaszów;155.0
2026-05-13 00:30:00;P+R Nowy Bieżanów;99.0
2026-05-13 00:30:00;P+R Kurdwanów;155.0
2026-05-13 01:00:00;P+R Górka Narodowa;436.0
2026-05-13 01:00:00;P+R Pachońskiego;88.0
2026-05-13 01:00:00;P+R Krowodrza Górka;97.0
2026-05-13 01:00:00;P+R Czerwone Maki;175.0
2026-05-13 01:00:00;P+R Mały Płaszów;155.0
2026-05-13 01:00:00;P+R Nowy Bieżanów;99.0
2026-05-13 01:00:00;P+R Kurdwanów;155.0
2026-05-13 01:30:00;P+R Górka Narodowa;436.0
2026-05-13 01:30:00;P+R Pachońskiego;88.0
2026-05-13 01:30:00;P+R Krowodrza Górka;97.0
2026-05-13 01:30:00;P+R Czerwone Maki;175.0
2026-05-13 01:30:00;P+R Mały Płaszów;155.0
2026-05-13 01:30:00;P+R Nowy Bieżanów;99.0
2026-05-13 01:30:00;P+R Kurdwanów;155.0
2026-05-13 02:00:00;P+R Górka Narodowa;436.0
2026-05-13 02:00:00;P+R Pachońskiego;88.0
2026-05-13 02:00:00;P+R Krowodrza Górka;97.0
2026-05-13 02:00:00;P+R Czerwone Maki;183.0
2026-05-13 02:00:00;P+R Mały Płaszów;155.0
2026-05-13 02:00:00;P+R Nowy Bieżanów;100.0
2026-05-13 02:00:00;P+R Kurdwanów;156.0
2026-05-13 02:30:00;P+R Górka Narodowa;436.0
2026-05-13 02:30:00;P+R Pachońskiego;88.0
2026-05-13 02:30:00;P+R Krowodrza Górka;97.0
2026-05-13 02:30:00;P+R Czerwone Maki;183.0
2026-05-13 02:30:00;P+R Mały Płaszów;155.0
2026-05-13 02:30:00;P+R Nowy Bieżanów;100.0
2026-05-13 02:30:00;P+R Kurdwanów;156.0
2026-05-13 03:00:00;P+R Górka Narodowa;436.0
2026-05-13 03:00:00;P+R Pachońskiego;88.0
2026-05-13 03:00:00;P+R Krowodrza Górka;97.0
2026-05-13 03:00:00;P+R Czerwone Maki;183.0
2026-05-13 03:00:00;P+R Mały Płaszów;155.0
2026-05-13 03:00:00;P+R Nowy Bieżanów;100.0
2026-05-13 03:00:00;P+R Kurdwanów;156.0
2026-05-13 03:30:00;P+R Górka Narodowa;436.0
2026-05-13 03:30:00;P+R Pachońskiego;88.0
2026-05-13 03:30:00;P+R Krowodrza Górka;97.0
2026-05-13 03:30:00;P+R Czerwone Maki;183.0
2026-05-13 03:30:00;P+R Mały Płaszów;155.0
2026-05-13 03:30:00;P+R Nowy Bieżanów;100.0
2026-05-13 03:30:00;P+R Kurdwanów;156.0
2026-05-13 04:00:00;P+R Górka Narodowa;436.0
2026-05-13 04:00:00;P+R Pachońskiego;88.0
2026-05-13 04:00:00;P+R Krowodrza Górka;97.0
2026-05-13 04:00:00;P+R Czerwone Maki;183.0
2026-05-13 04:00:00;P+R Mały Płaszów;155.0
2026-05-13 04:00:00;P+R Nowy Bieżanów;100.0
2026-05-13 04:00:00;P+R Kurdwanów;156.0
2026-05-13 04:30:00;P+R Górka Narodowa;435.0
2026-05-13 04:30:00;P+R Pachońskiego;88.0
2026-05-13 04:30:00;P+R Krowodrza Górka;97.0
2026-05-13 04:30:00;P+R Czerwone Maki;181.0
2026-05-13 04:30:00;P+R Mały Płaszów;155.0
2026-05-13 04:30:00;P+R Nowy Bieżanów;100.0
2026-05-13 04:30:00;P+R Kurdwanów;155.0
2026-05-13 05:00:00;P+R Górka Narodowa;433.0
2026-05-13 05:00:00;P+R Pachońskiego;85.0
2026-05-13 05:00:00;P+R Krowodrza Górka;93.0
2026-05-13 05:00:00;P+R Czerwone Maki;176.0
2026-05-13 05:00:00;P+R Mały Płaszów;155.0
2026-05-13 05:00:00;P+R Nowy Bieżanów;97.0
2026-05-13 05:00:00;P+R Kurdwanów;152.0
2026-05-13 05:30:00;P+R Górka Narodowa;431.0
2026-05-13 05:30:00;P+R Pachońskiego;81.0
2026-05-13 05:30:00;P+R Krowodrza Górka;90.0
2026-05-13 05:30:00;P+R Czerwone Maki;169.0
2026-05-13 05:30:00;P+R Mały Płaszów;155.0
2026-05-13 05:30:00;P+R Nowy Bieżanów;92.0
2026-05-13 05:30:00;P+R Kurdwanów;145.0
2026-05-13 06:00:00;P+R Górka Narodowa;426.0
2026-05-13 06:00:00;P+R Pachońskiego;64.0
2026-05-13 06:00:00;P+R Krowodrza Górka;85.0
2026-05-13 06:00:00;P+R Czerwone Maki;155.0
2026-05-13 06:00:00;P+R Mały Płaszów;152.0
2026-05-13 06:00:00;P+R Nowy Bieżanów;83.0
2026-05-13 06:00:00;P+R Kurdwanów;137.0
2026-05-13 06:30:00;P+R Górka Narodowa;404.0
2026-05-13 06:30:00;P+R Pachońskiego;44.0
2026-05-13 06:30:00;P+R Krowodrza Górka;73.0
2026-05-13 06:30:00;P+R Czerwone Maki;143.0
2026-05-13 06:30:00;P+R Mały Płaszów;146.0
2026-05-13 06:30:00;P+R Nowy Bieżanów;60.0
2026-05-13 06:30:00;P+R Kurdwanów;122.0
2026-05-13 07:00:00;P+R Górka Narodowa;356.0
2026-05-13 07:00:00;P+R Pachońskiego;10.0
2026-05-13 07:00:00;P+R Krowodrza Górka;37.0
2026-05-13 07:00:00;P+R Czerwone Maki;121.0
2026-05-13 07:00:00;P+R Mały Płaszów;136.0
2026-05-13 07:00:00;P+R Nowy Bieżanów;21.0
2026-05-13 07:00:00;P+R Kurdwanów;105.0
2026-05-13 07:30:00;P+R Górka Narodowa;304.0
2026-05-13 07:30:00;P+R Pachońskiego;0.0
2026-05-13 07:30:00;P+R Krowodrza Górka;7.0
2026-05-13 07:30:00;P+R Czerwone Maki;95.0
2026-05-13 07:30:00;P+R Mały Płaszów;126.0
2026-05-13 07:30:00;P+R Nowy Bieżanów;6.0
2026-05-13 07:30:00;P+R Kurdwanów;84.0
2026-05-13 08:00:00;P+R Górka Narodowa;267.0
2026-05-13 08:00:00;P+R Pachońskiego;0.0
2026-05-13 08:00:00;P+R Krowodrza Górka;0.0
2026-05-13 08:00:00;P+R Czerwone Maki;63.0
2026-05-13 08:00:00;P+R Mały Płaszów;116.0
2026-05-13 08:00:00;P+R Nowy Bieżanów;0.0
2026-05-13 08:00:00;P+R Kurdwanów;67.0
2026-05-13 08:30:00;P+R Górka Narodowa;242.0
2026-05-13 08:30:00;P+R Pachońskiego;0.0
2026-05-13 08:30:00;P+R Krowodrza Górka;0.0
2026-05-13 08:30:00;P+R Czerwone Maki;42.0
2026-05-13 08:30:00;P+R Mały Płaszów;111.0
2026-05-13 08:30:00;P+R Nowy Bieżanów;0.0
2026-05-13 08:30:00;P+R Kurdwanów;54.0
2026-05-13 09:00:00;P+R Górka Narodowa;218.0
2026-05-13 09:00:00;P+R Pachońskiego;0.0
2026-05-13 09:00:00;P+R Krowodrza Górka;0.0
2026-05-13 09:00:00;P+R Czerwone Maki;18.0
2026-05-13 09:00:00;P+R Mały Płaszów;104.0
2026-05-13 09:00:00;P+R Nowy Bieżanów;0.0
2026-05-13 09:00:00;P+R Kurdwanów;48.0
2026-05-13 09:30:00;P+R Górka Narodowa;196.0
2026-05-13 09:30:00;P+R Pachońskiego;0.0
2026-05-13 09:30:00;P+R Krowodrza Górka;0.0
2026-05-13 09:30:00;P+R Czerwone Maki;10.0
2026-05-13 09:30:00;P+R Mały Płaszów;99.0
2026-05-13 09:30:00;P+R Nowy Bieżanów;0.0
2026-05-13 09:30:00;P+R Kurdwanów;50.0
2026-05-13 10:00:00;P+R Górka Narodowa;188.0
2026-05-13 10:00:00;P+R Pachońskiego;0.0
2026-05-13 10:00:00;P+R Krowodrza Górka;0.0
2026-05-13 10:00:00;P+R Czerwone Maki;7.0
2026-05-13 10:00:00;P+R Mały Płaszów;98.0
2026-05-13 10:00:00;P+R Nowy Bieżanów;0.0
2026-05-13 10:00:00;P+R Kurdwanów;50.0
2026-05-13 10:30:00;P+R Górka Narodowa;181.0
2026-05-13 10:30:00;P+R Pachońskiego;0.0
2026-05-13 10:30:00;P+R Krowodrza Górka;1.0
2026-05-13 10:30:00;P+R Czerwone Maki;3.0
2026-05-13 10:30:00;P+R Mały Płaszów;97.0
2026-05-13 10:30:00;P+R Nowy Bieżanów;0.0
2026-05-13 10:30:00;P+R Kurdwanów;45.0
2026-05-13 11:00:00;P+R Górka Narodowa;164.0
2026-05-13 11:00:00;P+R Pachońskiego;0.0
2026-05-13 11:00:00;P+R Krowodrza Górka;0.0
2026-05-13 11:00:00;P+R Czerwone Maki;4.0
2026-05-13 11:00:00;P+R Mały Płaszów;96.0
2026-05-13 11:00:00;P+R Nowy Bieżanów;0.0
2026-05-13 11:00:00;P+R Kurdwanów;40.0
2026-05-13 11:30:00;P+R Górka Narodowa;167.0
2026-05-13 11:30:00;P+R Pachońskiego;0.0
2026-05-13 11:30:00;P+R Krowodrza Górka;0.0
2026-05-13 11:30:00;P+R Czerwone Maki;0.0
2026-05-13 11:30:00;P+R Mały Płaszów;98.0
2026-05-13 11:30:00;P+R Nowy Bieżanów;0.0
2026-05-13 11:30:00;P+R Kurdwanów;39.0
2026-05-13 12:00:00;P+R Górka Narodowa;171.0
2026-05-13 12:00:00;P+R Pachońskiego;0.0
2026-05-13 12:00:00;P+R Krowodrza Górka;1.0
2026-05-13 12:00:00;P+R Czerwone Maki;0.0
2026-05-13 12:00:00;P+R Mały Płaszów;99.0
2026-05-13 12:00:00;P+R Nowy Bieżanów;0.0
2026-05-13 12:00:00;P+R Kurdwanów;38.0
2026-05-13 12:30:00;P+R Górka Narodowa;167.0
2026-05-13 12:30:00;P+R Pachońskiego;0.0
2026-05-13 12:30:00;P+R Krowodrza Górka;2.0
2026-05-13 12:30:00;P+R Czerwone Maki;4.0
2026-05-13 12:30:00;P+R Mały Płaszów;98.0
2026-05-13 12:30:00;P+R Nowy Bieżanów;0.0
2026-05-13 12:30:00;P+R Kurdwanów;32.0
2026-05-13 13:00:00;P+R Górka Narodowa;169.0
2026-05-13 13:00:00;P+R Pachońskiego;0.0
2026-05-13 13:00:00;P+R Krowodrza Górka;6.0
2026-05-13 13:00:00;P+R Czerwone Maki;4.0
2026-05-13 13:00:00;P+R Mały Płaszów;94.0
2026-05-13 13:00:00;P+R Nowy Bieżanów;2.0
2026-05-13 13:00:00;P+R Kurdwanów;30.0
2026-05-13 13:30:00;P+R Górka Narodowa;173.0
2026-05-13 13:30:00;P+R Pachońskiego;0.0
2026-05-13 13:30:00;P+R Krowodrza Górka;10.0
2026-05-13 13:30:00;P+R Czerwone Maki;4.0
2026-05-13 13:30:00;P+R Mały Płaszów;92.0
2026-05-13 13:30:00;P+R Nowy Bieżanów;6.0
2026-05-13 13:30:00;P+R Kurdwanów;32.0
2026-05-13 14:00:00;P+R Górka Narodowa;181.0
2026-05-13 14:00:00;P+R Pachońskiego;3.0
2026-05-13 14:00:00;P+R Krowodrza Górka;11.0
2026-05-13 14:00:00;P+R Czerwone Maki;5.0
2026-05-13 14:00:00;P+R Mały Płaszów;93.0
2026-05-13 14:00:00;P+R Nowy Bieżanów;5.0
2026-05-13 14:00:00;P+R Kurdwanów;33.0
2026-05-13 14:30:00;P+R Górka Narodowa;179.0
2026-05-13 14:30:00;P+R Pachońskiego;2.0
2026-05-13 14:30:00;P+R Krowodrza Górka;12.0
2026-05-13 14:30:00;P+R Czerwone Maki;12.0
2026-05-13 14:30:00;P+R Mały Płaszów;92.0
2026-05-13 14:30:00;P+R Nowy Bieżanów;8.0
2026-05-13 14:30:00;P+R Kurdwanów;34.0
2026-05-13 15:00:00;P+R Górka Narodowa;196.0
2026-05-13 15:00:00;P+R Pachońskiego;7.0
2026-05-13 15:00:00;P+R Krowodrza Górka;15.0
2026-05-13 15:00:00;P+R Czerwone Maki;24.0
2026-05-13 15:00:00;P+R Mały Płaszów;95.0
2026-05-13 15:00:00;P+R Nowy Bieżanów;15.0
2026-05-13 15:00:00;P+R Kurdwanów;46.0
2026-05-13 15:30:00;P+R Górka Narodowa;212.0
2026-05-13 15:30:00;P+R Pachońskiego;26.0
2026-05-13 15:30:00;P+R Krowodrza Górka;25.0
2026-05-13 15:30:00;P+R Czerwone Maki;34.0
2026-05-13 15:30:00;P+R Mały Płaszów;96.0
2026-05-13 15:30:00;P+R Nowy Bieżanów;25.0
2026-05-13 15:30:00;P+R Kurdwanów;55.0
2026-05-13 16:00:00;P+R Górka Narodowa;237.0
2026-05-13 16:00:00;P+R Pachońskiego;38.0
2026-05-13 16:00:00;P+R Krowodrza Górka;46.0
2026-05-13 16:00:00;P+R Czerwone Maki;60.0
2026-05-13 16:00:00;P+R Mały Płaszów;109.0
2026-05-13 16:00:00;P+R Nowy Bieżanów;45.0
2026-05-13 16:00:00;P+R Kurdwanów;74.0
2026-05-13 16:30:00;P+R Górka Narodowa;262.0
2026-05-13 16:30:00;P+R Pachońskiego;47.0
2026-05-13 16:30:00;P+R Krowodrza Górka;58.0
2026-05-13 16:30:00;P+R Czerwone Maki;79.0
2026-05-13 16:30:00;P+R Mały Płaszów;115.0
2026-05-13 16:30:00;P+R Nowy Bieżanów;60.0
2026-05-13 16:30:00;P+R Kurdwanów;81.0
2026-05-13 17:00:00;P+R Górka Narodowa;285.0
2026-05-13 17:00:00;P+R Pachońskiego;55.0
2026-05-13 17:00:00;P+R Krowodrza Górka;65.0
2026-05-13 17:00:00;P+R Czerwone Maki;100.0
2026-05-13 17:00:00;P+R Mały Płaszów;121.0
2026-05-13 17:00:00;P+R Nowy Bieżanów;69.0
2026-05-13 17:00:00;P+R Kurdwanów;96.0
2026-05-13 17:30:00;P+R Górka Narodowa;309.0
2026-05-13 17:30:00;P+R Pachońskiego;53.0
2026-05-13 17:30:00;P+R Krowodrza Górka;62.0
2026-05-13 17:30:00;P+R Czerwone Maki;114.0
2026-05-13 17:30:00;P+R Mały Płaszów;124.0
2026-05-13 17:30:00;P+R Nowy Bieżanów;77.0
2026-05-13 17:30:00;P+R Kurdwanów;105.0
2026-05-13 18:00:00;P+R Górka Narodowa;321.0
2026-05-13 18:00:00;P+R Pachońskiego;58.0
2026-05-13 18:00:00;P+R Krowodrza Górka;55.0
2026-05-13 18:00:00;P+R Czerwone Maki;119.0
2026-05-13 18:00:00;P+R Mały Płaszów;129.0
2026-05-13 18:00:00;P+R Nowy Bieżanów;82.0
2026-05-13 18:00:00;P+R Kurdwanów;111.0
2026-05-13 18:30:00;P+R Górka Narodowa;331.0
2026-05-13 18:30:00;P+R Pachońskiego;66.0
2026-05-13 18:30:00;P+R Krowodrza Górka;52.0
2026-05-13 18:30:00;P+R Czerwone Maki;130.0
2026-05-13 18:30:00;P+R Mały Płaszów;131.0
2026-05-13 18:30:00;P+R Nowy Bieżanów;83.0
2026-05-13 18:30:00;P+R Kurdwanów;115.0
2026-05-13 19:00:00;P+R Górka Narodowa;346.0
2026-05-13 19:00:00;P+R Pachońskiego;71.0
2026-05-13 19:00:00;P+R Krowodrza Górka;57.0
2026-05-13 19:00:00;P+R Czerwone Maki;137.0
2026-05-13 19:00:00;P+R Mały Płaszów;136.0
2026-05-13 19:00:00;P+R Nowy Bieżanów;85.0
2026-05-13 19:00:00;P+R Kurdwanów;121.0
2026-05-13 19:30:00;P+R Górka Narodowa;360.0
2026-05-13 19:30:00;P+R Pachońskiego;76.0
2026-05-13 19:30:00;P+R Krowodrza Górka;63.0
2026-05-13 19:30:00;P+R Czerwone Maki;145.0
2026-05-13 19:30:00;P+R Mały Płaszów;139.0
2026-05-13 19:30:00;P+R Nowy Bieżanów;85.0
2026-05-13 19:30:00;P+R Kurdwanów;129.0
2026-05-13 20:00:00;P+R Górka Narodowa;372.0
2026-05-13 20:00:00;P+R Pachońskiego;79.0
2026-05-13 20:00:00;P+R Krowodrza Górka;66.0
2026-05-13 20:00:00;P+R Czerwone Maki;149.0
2026-05-13 20:00:00;P+R Mały Płaszów;140.0
2026-05-13 20:00:00;P+R Nowy Bieżanów;88.0
2026-05-13 20:00:00;P+R Kurdwanów;133.0
2026-05-13 20:30:00;P+R Górka Narodowa;384.0
2026-05-13 20:30:00;P+R Pachońskiego;79.0
2026-05-13 20:30:00;P+R Krowodrza Górka;71.0
2026-05-13 20:30:00;P+R Czerwone Maki;154.0
2026-05-13 20:30:00;P+R Mały Płaszów;141.0
2026-05-13 20:30:00;P+R Nowy Bieżanów;90.0
2026-05-13 20:30:00;P+R Kurdwanów;132.0
2026-05-13 21:00:00;P+R Górka Narodowa;391.0
2026-05-13 21:00:00;P+R Pachońskiego;80.0
2026-05-13 21:00:00;P+R Krowodrza Górka;77.0
2026-05-13 21:00:00;P+R Czerwone Maki;161.0
2026-05-13 21:00:00;P+R Mały Płaszów;146.0
2026-05-13 21:00:00;P+R Nowy Bieżanów;92.0
2026-05-13 21:00:00;P+R Kurdwanów;135.0
2026-05-13 21:30:00;P+R Górka Narodowa;404.0
