Datetime;Parking;Free slots
2026-05-06 20:30:00;P+R Czerwone Maki;150.0
2026-05-06 20:30:00;P+R Mały Płaszów;144.0
2026-05-06 20:30:00;P+R Nowy Bieżanów;93.0
2026-05-06 20:30:00;P+R Kurdwanów;137.0
2026-05-06 21:00:00;P+R Górka Narodowa;408.0
2026-05-06 21:00:00;P+R Pachońskiego;86.0
2026-05-06 21:00:00;P+R Krowodrza Górka;84.0
2026-05-06 21:00:00;P+R Czerwone Maki;156.0
2026-05-06 21:00:00;P+R Mały Płaszów;149.0
2026-05-06 21:00:00;P+R Nowy Bieżanów;96.0
2026-05-06 21:00:00;P+R Kurdwanów;145.0
2026-05-06 21:30:00;P+R Górka Narodowa;417.0
2026-05-06 21:30:00;P+R Pachońskiego;87.0
2026-05-06 21:30:00;P+R Krowodrza Górka;88.0
2026-05-06 21:30:00;P+R Czerwone Maki;159.0
2026-05-06 21:30:00;P+R Mały Płaszów;151.0
2026-05-06 21:30:00;P+R Nowy Bieżanów;97.0
2026-05-06 21:30:00;P+R Kurdwanów;146.0
2026-05-06 22:00:00;P+R Górka Narodowa;423.0
2026-05-06 22:00:00;P+R Pachońskiego;88.0
2026-05-06 22:00:00;P+R Krowodrza Górka;89.0
2026-05-06 22:00:00;P+R Czerwone Maki;163.0
2026-05-06 22:00:00;P+R Mały Płaszów;153.0
2026-05-06 22:00:00;P+R Nowy Bieżanów;98.0
2026-05-06 22:00:00;P+R Kurdwanów;148.0
2026-05-06 22:30:00;P+R Górka Narodowa;423.0
2026-05-06 22:30:00;P+R Pachońskiego;88.0
2026-05-06 22:30:00;P+R Krowodrza Górka;91.0
2026-05-06 22:30:00;P+R Czerwone Maki;167.0
2026-05-06 22:30:00;P+R Mały Płaszów;154.0
2026-05-06 22:30:00;P+R Nowy Bieżanów;98.0
2026-05-06 22:30:00;P+R Kurdwanów;147.0
2026-05-06 23:00:00;P+R Górka Narodowa;429.0
2026-05-06 23:00:00;P+R Pachońskiego;88.0
2026-05-06 23:00:00;P+R Krowodrza Górka;97.0
2026-05-06 23:00:00;P+R Czerwone Maki;172.0
2026-05-06 23:00:00;P+R Mały Płaszów;154.0
2026-05-06 23:00:00;P+R Nowy Bieżanów;98.0
2026-05-06 23:00:00;P+R Kurdwanów;147.0
2026-05-06 23:30:00;P+R Górka Narodowa;431.0
2026-05-06 23:30:00;P+R Pachońskiego;88.0
2026-05-06 23:30:00;P+R Krowodrza Górka;100.0
2026-05-06 23:30:00;P+R Czerwone Maki;174.0
2026-05-06 23:30:00;P+R Mały Płaszów;154.0
2026-05-06 23:30:00;P+R Nowy Bieżanów;98.0
2026-05-06 23:30:00;P+R Kurdwanów;147.0
2026-05-07 00:00:00;P+R Górka Narodowa;432.0
2026-05-07 00:00:00;P+R Pachońskiego;88.0
2026-05-07 00:00:00;P+R Krowodrza Górka;101.0
2026-05-07 00:00:00;P+R Czerwone Maki;175.0
2026-05-07 00:00:00;P+R Mały Płaszów;154.0
2026-05-07 00:00:00;P+R Nowy Bieżanów;99.0
2026-05-07 00:00:00;P+R Kurdwanów;147.0
2026-05-07 00:30:00;P+R Górka Narodowa;432.0
2026-05-07 00:30:00;P+R Pachońskiego;88.0
2026-05-07 00:30:00;P+R Krowodrza Górka;102.0
2026-05-07 00:30:00;P+R Czerwone Maki;176.0
2026-05-07 00:30:00;P+R Mały Płaszów;154.0
2026-05-07 00:30:00;P+R Nowy Bieżanów;99.0
2026-05-07 00:30:00;P+R Kurdwanów;147.0
2026-05-07 01:00:00;P+R Górka Narodowa;433.0
2026-05-07 01:00:00;P+R Pachońskiego;88.0
2026-05-07 01:00:00;P+R Krowodrza Górka;101.0
2026-05-07 01:00:00;P+R Czerwone Maki;176.0
2026-05-07 01:00:00;P+R Mały Płaszów;154.0
2026-05-07 01:00:00;P+R Nowy Bieżanów;100.0
2026-05-07 01:00:00;P+R Kurdwanów;155.0
2026-05-07 01:30:00;P+R Górka Narodowa;433.0
2026-05-07 01:30:00;P+R Pachońskiego;88.0
2026-05-07 01:30:00;P+R Krowodrza Górka;102.0
2026-05-07 01:30:00;P+R Czerwone Maki;176.0
2026-05-07 01:30:00;P+R Mały Płaszów;155.0
2026-05-07 01:30:00;P+R Nowy Bieżanów;100.0
2026-05-07 01:30:00;P+R Kurdwanów;156.0
2026-05-07 02:00:00;P+R Górka Narodowa;433.0
2026-05-07 02:00:00;P+R Pachońskiego;88.0
2026-05-07 02:00:00;P+R Krowodrza Górka;102.0
2026-05-07 02:00:00;P+R Czerwone Maki;177.0
2026-05-07 02:00:00;P+R Mały Płaszów;155.0
2026-05-07 02:00:00;P+R Nowy Bieżanów;100.0
2026-05-07 02:00:00;P+R Kurdwanów;156.0
2026-05-07 02:30:00;P+R Górka Narodowa;433.0
2026-05-07 02:30:00;P+R Pachońskiego;88.0
2026-05-07 02:30:00;P+R Krowodrza Górka;101.0
2026-05-07 02:30:00;P+R Czerwone Maki;183.0
2026-05-07 02:30:00;P+R Mały Płaszów;155.0
2026-05-07 02:30:00;P+R Nowy Bieżanów;100.0
2026-05-07 02:30:00;P+R Kurdwanów;156.0
2026-05-07 03:00:00;P+R Górka Narodowa;433.0
2026-05-07 03:00:00;P+R Pachońskiego;88.0
2026-05-07 03:00:00;P+R Krowodrza Górka;101.0
2026-05-07 03:00:00;P+R Czerwone Maki;183.0
2026-05-07 03:00:00;P+R Mały Płaszów;155.0
2026-05-07 03:00:00;P+R Nowy Bieżanów;100.0
2026-05-07 03:00:00;P+R Kurdwanów;156.0
2026-05-07 03:30:00;P+R Górka Narodowa;433.0
2026-05-07 03:30:00;P+R Pachońskiego;88.0
2026-05-07 03:30:00;P+R Krowodrza Górka;101.0
2026-05-07 03:30:00;P+R Czerwone Maki;183.0
2026-05-07 03:30:00;P+R Mały Płaszów;155.0
2026-05-07 03:30:00;P+R Nowy Bieżanów;100.0
2026-05-07 03:30:00;P+R Kurdwanów;156.0
2026-05-07 04:00:00;P+R Górka Narodowa;433.0
2026-05-07 04:00:00;P+R Pachońskiego;88.0
2026-05-07 04:00:00;P+R Krowodrza Górka;101.0
2026-05-07 04:00:00;P+R Czerwone Maki;183.0
2026-05-07 04:00:00;P+R Mały Płaszów;155.0
2026-05-07 04:00:00;P+R Nowy Bieżanów;100.0
2026-05-07 04:00:00;P+R Kurdwanów;156.0
2026-05-07 04:30:00;P+R Górka Narodowa;432.0
2026-05-07 04:30:00;P+R Pachońskiego;88.0
2026-05-07 04:30:00;P+R Krowodrza Górka;99.0
2026-05-07 04:30:00;P+R Czerwone Maki;181.0
2026-05-07 04:30:00;P+R Mały Płaszów;154.0
2026-05-07 04:30:00;P+R Nowy Bieżanów;100.0
2026-05-07 04:30:00;P+R Kurdwanów;155.0
2026-05-07 05:00:00;P+R Górka Narodowa;430.0
2026-05-07 05:00:00;P+R Pachońskiego;86.0
2026-05-07 05:00:00;P+R Krowodrza Górka;98.0
2026-05-07 05:00:00;P+R Czerwone Maki;178.0
2026-05-07 05:00:00;P+R Mały Płaszów;153.0
2026-05-07 05:00:00;P+R Nowy Bieżanów;98.0
2026-05-07 05:00:00;P+R Kurdwanów;153.0
2026-05-07 05:30:00;P+R Górka Narodowa;427.0
2026-05-07 05:30:00;P+R Pachońskiego;82.0
2026-05-07 05:30:00;P+R Krowodrza Górka;96.0
2026-05-07 05:30:00;P+R Czerwone Maki;172.0
2026-05-07 05:30:00;P+R Mały Płaszów;153.0
2026-05-07 05:30:00;P+R Nowy Bieżanów;92.0
2026-05-07 05:30:00;P+R Kurdwanów;145.0
2026-05-07 06:00:00;P+R Górka Narodowa;421.0
2026-05-07 06:00:00;P+R Pachońskiego;67.0
2026-05-07 06:00:00;P+R Krowodrza Górka;90.0
2026-05-07 06:00:00;P+R Czerwone Maki;155.0
2026-05-07 06:00:00;P+R Mały Płaszów;148.0
2026-05-07 06:00:00;P+R Nowy Bieżanów;80.0
2026-05-07 06:00:00;P+R Kurdwanów;135.0
2026-05-07 06:30:00;P+R Górka Narodowa;403.0
2026-05-07 06:30:00;P+R Pachońskiego;40.0
2026-05-07 06:30:00;P+R Krowodrza Górka;81.0
2026-05-07 06:30:00;P+R Czerwone Maki;144.0
2026-05-07 06:30:00;P+R Mały Płaszów;138.0
2026-05-07 06:30:00;P+R Nowy Bieżanów;59.0
2026-05-07 06:30:00;P+R Kurdwanów;124.0
2026-05-07 07:00:00;P+R Górka Narodowa;373.0
2026-05-07 07:00:00;P+R Pachońskiego;8.0
2026-05-07 07:00:00;P+R Krowodrza Górka;50.0
2026-05-07 07:00:00;P+R Czerwone Maki;124.0
2026-05-07 07:00:00;P+R Mały Płaszów;127.0
2026-05-07 07:00:00;P+R Nowy Bieżanów;22.0
2026-05-07 07:00:00;P+R Kurdwanów;103.0
2026-05-07 07:30:00;P+R Górka Narodowa;333.0
2026-05-07 07:30:00;P+R Pachońskiego;0.0
2026-05-07 07:30:00;P+R Krowodrza Górka;12.0
2026-05-07 07:30:00;P+R Czerwone Maki;100.0
2026-05-07 07:30:00;P+R Mały Płaszów;120.0
2026-05-07 07:30:00;P+R Nowy Bieżanów;2.0
2026-05-07 07:30:00;P+R Kurdwanów;97.0
2026-05-07 08:00:00;P+R Górka Narodowa;272.0
2026-05-07 08:00:00;P+R Pachońskiego;0.0
2026-05-07 08:00:00;P+R Krowodrza Górka;3.0
2026-05-07 08:00:00;P+R Czerwone Maki;57.0
2026-05-07 08:00:00;P+R Mały Płaszów;112.0
2026-05-07 08:00:00;P+R Nowy Bieżanów;0.0
2026-05-07 08:00:00;P+R Kurdwanów;84.0
2026-05-07 08:30:00;P+R Górka Narodowa;240.0
2026-05-07 08:30:00;P+R Pachońskiego;0.0
2026-05-07 08:30:00;P+R Krowodrza Górka;0.0
2026-05-07 08:30:00;P+R Czerwone Maki;45.0
2026-05-07 08:30:00;P+R Mały Płaszów;108.0
2026-05-07 08:30:00;P+R Nowy Bieżanów;0.0
2026-05-07 08:30:00;P+R Kurdwanów;71.0
2026-05-07 09:00:00;P+R Górka Narodowa;216.0
2026-05-07 09:00:00;P+R Pachońskiego;0.0
2026-05-07 09:00:00;P+R Krowodrza Górka;0.0
2026-05-07 09:00:00;P+R Czerwone Maki;24.0
2026-05-07 09:00:00;P+R Mały Płaszów;102.0
2026-05-07 09:00:00;P+R Nowy Bieżanów;0.0
2026-05-07 09:00:00;P+R Kurdwanów;61.0
2026-05-07 09:30:00;P+R Górka Narodowa;199.0
2026-05-07 09:30:00;P+R Pachońskiego;0.0
2026-05-07 09:30:00;P+R Krowodrza Górka;0.0
2026-05-07 09:30:00;P+R Czerwone Maki;16.0
2026-05-07 09:30:00;P+R Mały Płaszów;103.0
2026-05-07 09:30:00;P+R Nowy Bieżanów;2.0
2026-05-07 09:30:00;P+R Kurdwanów;56.0
2026-05-07 10:00:00;P+R Górka Narodowa;197.0
2026-05-07 10:00:00;P+R Pachońskiego;0.0
2026-05-07 10:00:00;P+R Krowodrza Górka;0.0
2026-05-07 10:00:00;P+R Czerwone Maki;8.0
2026-05-07 10:00:00;P+R Mały Płaszów;101.0
2026-05-07 10:00:00;P+R Nowy Bieżanów;1.0
2026-05-07 10:00:00;P+R Kurdwanów;53.0
2026-05-07 10:30:00;P+R Górka Narodowa;187.0
2026-05-07 10:30:00;P+R Pachońskiego;0.0
2026-05-07 10:30:00;P+R Krowodrza Górka;1.0
2026-05-07 10:30:00;P+R Czerwone Maki;5.0
2026-05-07 10:30:00;P+R Mały Płaszów;99.0
2026-05-07 10:30:00;P+R Nowy Bieżanów;1.0
2026-05-07 10:30:00;P+R Kurdwanów;50.0
2026-05-07 11:00:00;P+R Górka Narodowa;179.0
2026-05-07 11:00:00;P+R Pachońskiego;0.0
2026-05-07 11:00:00;P+R Krowodrza Górka;3.0
2026-05-07 11:00:00;P+R Czerwone Maki;10.0
2026-05-07 11:00:00;P+R Mały Płaszów;97.0
2026-05-07 11:00:00;P+R Nowy Bieżanów;2.0
2026-05-07 11:00:00;P+R Kurdwanów;46.0
2026-05-07 11:30:00;P+R Górka Narodowa;179.0
2026-05-07 11:30:00;P+R Pachońskiego;0.0
2026-05-07 11:30:00;P+R Krowodrza Górka;0.0
2026-05-07 11:30:00;P+R Czerwone Maki;13.0
2026-05-07 11:30:00;P+R Mały Płaszów;96.0
2026-05-07 11:30:00;P+R Nowy Bieżanów;0.0
2026-05-07 11:30:00;P+R Kurdwanów;44.0
2026-05-07 12:00:00;P+R Górka Narodowa;178.0
2026-05-07 12:00:00;P+R Pachońskiego;1.0
2026-05-07 12:00:00;P+R Krowodrza Górka;0.0
2026-05-07 12:00:00;P+R Czerwone Maki;14.0
2026-05-07 12:00:00;P+R Mały Płaszów;98.0
2026-05-07 12:00:00;P+R Nowy Bieżanów;0.0
2026-05-07 12:00:00;P+R Kurdwanów;43.0
2026-05-07 12:30:00;P+R Górka Narodowa;185.0
2026-05-07 12:30:00;P+R Pachońskiego;1.0
2026-05-07 12:30:00;P+R Krowodrza Górka;0.0
2026-05-07 12:30:00;P+R Czerwone Maki;14.0
2026-05-07 12:30:00;P+R Mały Płaszów;96.0
2026-05-07 12:30:00;P+R Nowy Bieżanów;0.0
2026-05-07 12:30:00;P+R Kurdwanów;40.0
2026-05-07 13:00:00;P+R Górka Narodowa;181.0
2026-05-07 13:00:00;P+R Pachońskiego;0.0
2026-05-07 13:00:00;P+R Krowodrza Górka;0.0
2026-05-07 13:00:00;P+R Czerwone Maki;14.0
2026-05-07 13:00:00;P+R Mały Płaszów;95.0
2026-05-07 13:00:00;P+R Nowy Bieżanów;1.0
2026-05-07 13:00:00;P+R Kurdwanów;37.0
2026-05-07 13:30:00;P+R Górka Narodowa;181.0
2026-05-07 13:30:00;P+R Pachońskiego;0.0
2026-05-07 13:30:00;P+R Krowodrza Górka;0.0
2026-05-07 13:30:00;P+R Czerwone Maki;16.0
2026-05-07 13:30:00;P+R Mały Płaszów;95.0
2026-05-07 13:30:00;P+R Nowy Bieżanów;4.0
2026-05-07 13:30:00;P+R Kurdwanów;39.0
2026-05-07 14:00:00;P+R Górka Narodowa;184.0
2026-05-07 14:00:00;P+R Pachońskiego;0.0
2026-05-07 14:00:00;P+R Krowodrza Górka;0.0
2026-05-07 14:00:00;P+R Czerwone Maki;20.0
2026-05-07 14:00:00;P+R Mały Płaszów;97.0
2026-05-07 14:00:00;P+R Nowy Bieżanów;3.0
2026-05-07 14:00:00;P+R Kurdwanów;43.0
2026-05-07 14:30:00;P+R Górka Narodowa;193.0
2026-05-07 14:30:00;P+R Pachońskiego;2.0
2026-05-07 14:30:00;P+R Krowodrza Górka;0.0
2026-05-07 14:30:00;P+R Czerwone Maki;24.0
2026-05-07 14:30:00;P+R Mały Płaszów;99.0
2026-05-07 14:30:00;P+R Nowy Bieżanów;4.0
2026-05-07 14:30:00;P+R Kurdwanów;40.0
2026-05-07 15:00:00;P+R Górka Narodowa;216.0
2026-05-07 15:00:00;P+R Pachońskiego;13.0
2026-05-07 15:00:00;P+R Krowodrza Górka;4.0
2026-05-07 15:00:00;P+R Czerwone Maki;36.0
2026-05-07 15:00:00;P+R Mały Płaszów;98.0
2026-05-07 15:00:00;P+R Nowy Bieżanów;17.0
2026-05-07 15:00:00;P+R Kurdwanów;48.0
2026-05-07 15:30:00;P+R Górka Narodowa;226.0
2026-05-07 15:30:00;P+R Pachońskiego;23.0
2026-05-07 15:30:00;P+R Krowodrza Górka;12.0
2026-05-07 15:30:00;P+R Czerwone Maki;48.0
2026-05-07 15:30:00;P+R Mały Płaszów;104.0
2026-05-07 15:30:00;P+R Nowy Bieżanów;28.0
2026-05-07 15:30:00;P+R Kurdwanów;57.0
2026-05-07 16:00:00;P+R Górka Narodowa;253.0
2026-05-07 16:00:00;P+R Pachońskiego;48.0
2026-05-07 16:00:00;P+R Krowodrza Górka;28.0
2026-05-07 16:00:00;P+R Czerwone Maki;70.0
2026-05-07 16:00:00;P+R Mały Płaszów;113.0
2026-05-07 16:00:00;P+R Nowy Bieżanów;42.0
2026-05-07 16:00:00;P+R Kurdwanów;77.0
2026-05-07 16:30:00;P+R Górka Narodowa;274.0
2026-05-07 16:30:00;P+R Pachońskiego;56.0
2026-05-07 16:30:00;P+R Krowodrza Górka;36.0
2026-05-07 16:30:00;P+R Czerwone Maki;85.0
2026-05-07 16:30:00;P+R Mały Płaszów;117.0
2026-05-07 16:30:00;P+R Nowy Bieżanów;65.0
2026-05-07 16:30:00;P+R Kurdwanów;87.0
2026-05-07 17:00:00;P+R Górka Narodowa;299.0
2026-05-07 17:00:00;P+R Pachońskiego;59.0
2026-05-07 17:00:00;P+R Krowodrza Górka;41.0
2026-05-07 17:00:00;P+R Czerwone Maki;100.0
2026-05-07 17:00:00;P+R Mały Płaszów;125.0
2026-05-07 17:00:00;P+R Nowy Bieżanów;74.0
2026-05-07 17:00:00;P+R Kurdwanów;96.0
2026-05-07 17:30:00;P+R Górka Narodowa;310.0
2026-05-07 17:30:00;P+R Pachońskiego;60.0
2026-05-07 17:30:00;P+R Krowodrza Górka;39.0
2026-05-07 17:30:00;P+R Czerwone Maki;108.0
2026-05-07 17:30:00;P+R Mały Płaszów;127.0
2026-05-07 17:30:00;P+R Nowy Bieżanów;78.0
2026-05-07 17:30:00;P+R Kurdwanów;107.0
2026-05-07 18:00:00;P+R Górka Narodowa;338.0
2026-05-07 18:00:00;P+R Pachońskiego;60.0
2026-05-07 18:00:00;P+R Krowodrza Górka;47.0
2026-05-07 18:00:00;P+R Czerwone Maki;118.0
2026-05-07 18:00:00;P+R Mały Płaszów;134.0
2026-05-07 18:00:00;P+R Nowy Bieżanów;84.0
2026-05-07 18:00:00;P+R Kurdwanów;112.0
2026-05-07 18:30:00;P+R Górka Narodowa;353.0
2026-05-07 18:30:00;P+R Pachońskiego;68.0
2026-05-07 18:30:00;P+R Krowodrza Górka;49.0
2026-05-07 18:30:00;P+R Czerwone Maki;121.0
2026-05-07 18:30:00;P+R Mały Płaszów;135.0
2026-05-07 18:30:00;P+R Nowy Bieżanów;84.0
2026-05-07 18:30:00;P+R Kurdwanów;119.0
2026-05-07 19:00:00;P+R Górka Narodowa;376.0
2026-05-07 19:00:00;P+R Pachońskiego;71.0
2026-05-07 19:00:00;P+R Krowodrza Górka;53.0
2026-05-07 19:00:00;P+R Czerwone Maki;136.0
2026-05-07 19:00:00;P+R Mały Płaszów;138.0
2026-05-07 19:00:00;P+R Nowy Bieżanów;87.0
2026-05-07 19:00:00;P+R Kurdwanów;125.0
2026-05-07 19:30:00;P+R Górka Narodowa;383.0
2026-05-07 19:30:00;P+R Pachońskiego;73.0
2026-05-07 19:30:00;P+R Krowodrza Górka;56.0
2026-05-07 19:30:00;P+R Czerwone Maki;141.0
2026-05-07 19:30:00;P+R Mały Płaszów;139.0
2026-05-07 19:30:00;P+R Nowy Bieżanów;88.0
2026-05-07 19:30:00;P+R Kurdwanów;128.0
2026-05-07 20:00:00;P+R Górka Narodowa;395.0
2026-05-07 20:00:00;P+R Pachońskiego;77.0
2026-05-07 20:00:00;P+R Krowodrza Górka;56.0
2026-05-07 20:00:00;P+R Czerwone Maki;148.0
2026-05-07 20:00:00;P+R Mały Płaszów;141.0
2026-05-07 20:00:00;P+R Nowy Bieżanów;93.0
2026-05-07 20:00:00;P+R Kurdwanów;135.0
2026-05-07 20:30:00;P+R Górka Narodowa;404.0
2026-05-07 20:30:00;P+R Pachońskiego;78.0
2026-05-07 20:30:00;P+R Krowodrza Górka;58.0
2026-05-07 20:30:00;P+R Czerwone Maki;150.0
2026-05-07 20:30:00;P+R Mały Płaszów;143.0
2026-05-07 20:30:00;P+R Nowy Bieżanów;95.0
2026-05-07 20:30:00;P+R Kurdwanów;138.0
2026-05-07 21:00:00;P+R Górka Narodowa;412.0
2026-05-07 21:00:00;P+R Pachońskiego;79.0
2026-05-07 21:00:00;P+R Krowodrza Górka;59.0
2026-05-07 21:00:00;P+R Czerwone Maki;156.0
2026-05-07 21:00:00;P+R Mały Płaszów;145.0
2026-05-07 21:00:00;P+R Nowy Bieżanów;96.0
2026-05-07 21:00:00;P+R Kurdwanów;142.0
2026-05-07 21:30:00;P+R Górka Narodowa;418.0
2026-05-07 21:30:00;P+R Pachońskiego;82.0
2026-05-07 21:30:00;P+R Krowodrza Górka;66.0
2026-05-07 21:30:00;P+R Czerwone Maki;162.0
2026-05-07 21:30:00;P+R Mały Płaszów;149.0
2026-05-07 21:30:00;P+R Nowy Bieżanów;96.0
2026-05-07 21:30:00;P+R Kurdwanów;144.0
2026-05-07 22:00:00;P+R Górka Narodowa;422.0
2026-05-07 22:00:00;P+R Pachońskiego;84.0
2026-05-07 22:00:00;P+R Krowodrza Górka;68.0
2026-05-07 22:00:00;P+R Czerwone Maki;167.0
2026-05-07 22:00:00;P+R Mały Płaszów;152.0
2026-05-07 22:00:00;P+R Nowy Bieżanów;98.0
2026-05-07 22:00:00;P+R Kurdwanów;145.0
2026-05-07 22:30:00;P+R Górka Narodowa;427.0
2026-05-07 22:30:00;P+R Pachońskiego;85.0
2026-05-07 22:30:00;P+R Krowodrza Górka;70.0
2026-05-07 22:30:00;P+R Czerwone Maki;168.0
2026-05-07 22:30:00;P+R Mały Płaszów;152.0
2026-05-07 22:30:00;P+R Nowy Bieżanów;98.0
2026-05-07 22:30:00;P+R Kurdwanów;146.0
2026-05-07 23:00:00;P+R Górka Narodowa;429.0
2026-05-07 23:00:00;P+R Pachońskiego;88.0
2026-05-07 23:00:00;P+R Krowodrza Górka;70.0
2026-05-07 23:00:00;P+R Czerwone Maki;171.0
2026-05-07 23:00:00;P+R Mały Płaszów;153.0
2026-05-07 23:00:00;P+R Nowy Bieżanów;98.0
2026-05-07 23:00:00;P+R Kurdwanów;148.0
2026-05-07 23:30:00;P+R Górka Narodowa;431.0
2026-05-07 23:30:00;P+R Pachońskiego;88.0
2026-05-07 23:30:00;P+R Krowodrza Górka;71.0
2026-05-07 23:30:00;P+R Czerwone Maki;174.0
2026-05-07 23:30:00;P+R Mały Płaszów;153.0
2026-05-07 23:30:00;P+R Nowy Bieżanów;98.0
2026-05-07 23:30:00;P+R Kurdwanów;150.0
2026-05-08 00:00:00;P+R Górka Narodowa;431.0
2026-05-08 00:00:00;P+R Pachońskiego;88.0
2026-05-08 00:00:00;P+R Krowodrza Górka;90.0
2026-05-08 00:00:00;P+R Czerwone Maki;175.0
2026-05-08 00:00:00;P+R Mały Płaszów;154.0
2026-05-08 00:00:00;P+R Nowy Bieżanów;100.0
2026-05-08 00:00:00;P+R Kurdwanów;153.0
2026-05-08 00:30:00;P+R Górka Narodowa;431.0
2026-05-08 00:30:00;P+R Pachońskiego;88.0
2026-05-08 00:30:00;P+R Krowodrza Górka;101.0
2026-05-08 00:30:00;P+R Czerwone Maki;176.0
2026-05-08 00:30:00;P+R Mały Płaszów;154.0
2026-05-08 00:30:00;P+R Nowy Bieżanów;100.0
2026-05-08 00:30:00;P+R Kurdwanów;156.0
2026-05-08 01:00:00;P+R Górka Narodowa;431.0
2026-05-08 01:00:00;P+R Pachońskiego;88.0
2026-05-08 01:00:00;P+R Krowodrza Górka;101.0
2026-05-08 01:00:00;P+R Czerwone Maki;176.0
2026-05-08 01:00:00;P+R Mały Płaszów;154.0
2026-05-08 01:00:00;P+R Nowy Bieżanów;100.0
2026-05-08 01:00:00;P+R Kurdwanów;156.0
2026-05-08 01:30:00;P+R Górka Narodowa;431.0
2026-05-08 01:30:00;P+R Pachońskiego;88.0
2026-05-08 01:30:00;P+R Krowodrza Górka;101.0
2026-05-08 01:30:00;P+R Czerwone Maki;177.0
2026-05-08 01:30:00;P+R Mały Płaszów;154.0
2026-05-08 01:30:00;P+R Nowy Bieżanów;100.0
2026-05-08 01:30:00;P+R Kurdwanów;156.0
2026-05-08 02:00:00;P+R Górka Narodowa;431.0
2026-05-08 02:00:00;P+R Pachońskiego;88.0
2026-05-08 02:00:00;P+R Krowodrza Górka;101.0
2026-05-08 02:00:00;P+R Czerwone Maki;177.0
2026-05-08 02:00:00;P+R Mały Płaszów;155.0
2026-05-08 02:00:00;P+R Nowy Bieżanów;100.0
2026-05-08 02:00:00;P+R Kurdwanów;156.0
2026-05-08 02:30:00;P+R Górka Narodowa;431.0
2026-05-08 02:30:00;P+R Pachońskiego;88.0
2026-05-08 02:30:00;P+R Krowodrza Górka;101.0
2026-05-08 02:30:00;P+R Czerwone Maki;177.0
2026-05-08 02:30:00;P+R Mały Płaszów;155.0
2026-05-08 02:30:00;P+R Nowy Bieżanów;100.0
2026-05-08 02:30:00;P+R Kurdwanów;156.0
2026-05-08 03:00:00;P+R Górka Narodowa;431.0
2026-05-08 03:00:00;P+R Pachońskiego;88.0
2026-05-08 03:00:00;P+R Krowodrza Górka;101.0
2026-05-08 03:00:00;P+R Czerwone Maki;183.0
2026-05-08 03:00:00;P+R Mały Płaszów;155.0
2026-05-08 03:00:00;P+R Nowy Bieżanów;100.0
2026-05-08 03:00:00;P+R Kurdwanów;156.0
2026-05-08 03:30:00;P+R Górka Narodowa;431.0
2026-05-08 03:30:00;P+R Pachońskiego;88.0
2026-05-08 03:30:00;P+R Krowodrza Górka;101.0
2026-05-08 03:30:00;P+R Czerwone Maki;183.0
2026-05-08 03:30:00;P+R Mały Płaszów;155.0
2026-05-08 03:30:00;P+R Nowy Bieżanów;100.0
2026-05-08 03:30:00;P+R Kurdwanów;156.0
2026-05-08 04:00:00;P+R Górka Narodowa;432.0
2026-05-08 04:00:00;P+R Pachońskiego;88.0
2026-05-08 04:00:00;P+R Krowodrza Górka;101.0
2026-05-08 04:00:00;P+R Czerwone Maki;183.0
2026-05-08 04:00:00;P+R Mały Płaszów;155.0
2026-05-08 04:00:00;P+R Nowy Bieżanów;100.0
2026-05-08 04:00:00;P+R Kurdwanów;156.0
2026-05-08 04:30:00;P+R Górka Narodowa;430.0
2026-05-08 04:30:00;P+R Pachońskiego;88.0
2026-05-08 04:30:00;P+R Krowodrza Górka;100.0
2026-05-08 04:30:00;P+R Czerwone Maki;182.0
2026-05-08 04:30:00;P+R Mały Płaszów;154.0
2026-05-08 04:30:00;P+R Nowy Bieżanów;100.0
2026-05-08 04:30:00;P+R Kurdwanów;156.0
2026-05-08 05:00:00;P+R Górka Narodowa;429.0
2026-05-08 05:00:00;P+R Pachońskiego;86.0
2026-05-08 05:00:00;P+R Krowodrza Górka;99.0
2026-05-08 05:00:00;P+R Czerwone Maki;180.0
2026-05-08 05:00:00;P+R Mały Płaszów;152.0
2026-05-08 05:00:00;P+R Nowy Bieżanów;99.0
2026-05-08 05:00:00;P+R Kurdwanów;153.0
2026-05-08 05:30:00;P+R Górka Narodowa;426.0
2026-05-08 05:30:00;P+R Pachońskiego;80.0
2026-05-08 05:30:00;P+R Krowodrza Górka;95.0
2026-05-08 05:30:00;P+R Czerwone Maki;174.0
2026-05-08 05:30:00;P+R Mały Płaszów;152.0
2026-05-08 05:30:00;P+R Nowy Bieżanów;92.0
2026-05-08 05:30:00;P+R Kurdwanów;150.0
2026-05-08 06:00:00;P+R Górka Narodowa;421.0
2026-05-08 06:00:00;P+R Pachońskiego;65.0
2026-05-08 06:00:00;P+R Krowodrza Górka;89.0
2026-05-08 06:00:00;P+R Czerwone Maki;162.0
2026-05-08 06:00:00;P+R Mały Płaszów;148.0
2026-05-08 06:00:00;P+R Nowy Bieżanów;80.0
2026-05-08 06:00:00;P+R Kurdwanów;141.0
2026-05-08 06:30:00;P+R Górka Narodowa;400.0
2026-05-08 06:30:00;P+R Pachońskiego;40.0
2026-05-08 06:30:00;P+R Krowodrza Górka;77.0
2026-05-08 06:30:00;P+R Czerwone Maki;151.0
2026-05-08 06:30:00;P+R Mały Płaszów;139.0
2026-05-08 06:30:00;P+R Nowy Bieżanów;65.0
