Data i Godzina;Parking;Wolne miejsca
2026-04-30 10:31:01;P+R Górka Narodowa;233
2026-04-30 10:31:01;P+R Pachońskiego;0
2026-04-30 10:31:01;P+R Krowodrza Górka;1
2026-04-30 10:31:01;P+R Czerwone Maki;47
2026-04-30 10:31:01;P+R Mały Płaszów;102
2026-04-30 10:31:01;P+R Nowy Bieżanów;3
2026-04-30 10:31:01;P+R Kurdwanów;60
2026-04-30 11:01:12;P+R Górka Narodowa;223
2026-04-30 11:01:12;P+R Pachońskiego;0
2026-04-30 11:01:12;P+R Krowodrza Górka;0
2026-04-30 11:01:12;P+R Czerwone Maki;41
2026-04-30 11:01:12;P+R Mały Płaszów;101
2026-04-30 11:01:12;P+R Nowy Bieżanów;5
2026-04-30 11:01:12;P+R Kurdwanów;63
2026-04-30 11:30:46;P+R Górka Narodowa;224
2026-04-30 11:30:46;P+R Pachońskiego;1
2026-04-30 11:30:46;P+R Krowodrza Górka;0
2026-04-30 11:30:46;P+R Czerwone Maki;42
2026-04-30 11:30:46;P+R Mały Płaszów;102
2026-04-30 11:30:46;P+R Nowy Bieżanów;2
2026-04-30 11:30:46;P+R Kurdwanów;63
2026-04-30 12:00:50;P+R Górka Narodowa;220
2026-04-30 12:00:50;P+R Pachońskiego;1
2026-04-30 12:00:50;P+R Krowodrza Górka;0
2026-04-30 12:00:50;P+R Czerwone Maki;44
2026-04-30 12:00:50;P+R Mały Płaszów;104
2026-04-30 12:00:50;P+R Nowy Bieżanów;3
2026-04-30 12:00:50;P+R Kurdwanów;62
2026-04-30 12:30:46;P+R Górka Narodowa;219
2026-04-30 12:30:46;P+R Pachońskiego;0
2026-04-30 12:30:46;P+R Krowodrza Górka;25
2026-04-30 12:30:46;P+R Czerwone Maki;44
2026-04-30 12:30:46;P+R Mały Płaszów;101
2026-04-30 12:30:46;P+R Nowy Bieżanów;2
2026-04-30 12:30:46;P+R Kurdwanów;61
2026-04-30 13:00:54;P+R Górka Narodowa;214
2026-04-30 13:00:54;P+R Pachońskiego;0
2026-04-30 13:00:54;P+R Krowodrza Górka;26
2026-04-30 13:00:54;P+R Czerwone Maki;41
2026-04-30 13:00:54;P+R Mały Płaszów;101
2026-04-30 13:00:54;P+R Nowy Bieżanów;2
2026-04-30 13:00:54;P+R Kurdwanów;60
2026-04-30 13:30:54;P+R Górka Narodowa;211
2026-04-30 13:30:54;P+R Pachońskiego;2
2026-04-30 13:30:54;P+R Krowodrza Górka;30
2026-04-30 13:30:54;P+R Czerwone Maki;44
2026-04-30 13:30:54;P+R Mały Płaszów;102
2026-04-30 13:30:54;P+R Nowy Bieżanów;4
2026-04-30 13:30:54;P+R Kurdwanów;57
2026-04-30 14:00:54;P+R Górka Narodowa;219
2026-04-30 14:00:54;P+R Pachońskiego;1
2026-04-30 14:00:54;P+R Krowodrza Górka;27
2026-04-30 14:00:54;P+R Czerwone Maki;44
2026-04-30 14:00:54;P+R Mały Płaszów;104
2026-04-30 14:00:54;P+R Nowy Bieżanów;5
2026-04-30 14:00:54;P+R Kurdwanów;60
2026-04-30 14:30:42;P+R Górka Narodowa;230
2026-04-30 14:30:42;P+R Pachońskiego;11
2026-04-30 14:30:42;P+R Krowodrza Górka;33
2026-04-30 14:30:42;P+R Czerwone Maki;46
2026-04-30 14:30:42;P+R Mały Płaszów;107
2026-04-30 14:30:42;P+R Nowy Bieżanów;8
2026-04-30 14:30:42;P+R Kurdwanów;62
2026-04-30 15:00:53;P+R Górka Narodowa;236
2026-04-30 15:00:53;P+R Pachońskiego;13
2026-04-30 15:00:53;P+R Krowodrza Górka;37
2026-04-30 15:00:53;P+R Czerwone Maki;59
2026-04-30 15:00:53;P+R Mały Płaszów;106
2026-04-30 15:00:53;P+R Nowy Bieżanów;17
2026-04-30 15:00:53;P+R Kurdwanów;69
2026-04-30 15:30:54;P+R Górka Narodowa;249
2026-04-30 15:30:54;P+R Pachońskiego;31
2026-04-30 15:30:54;P+R Krowodrza Górka;47
2026-04-30 15:30:54;P+R Czerwone Maki;65
2026-04-30 15:30:54;P+R Mały Płaszów;107
2026-04-30 15:30:54;P+R Nowy Bieżanów;32
2026-04-30 15:30:54;P+R Kurdwanów;76
2026-04-30 16:00:53;P+R Górka Narodowa;259
2026-04-30 16:00:53;P+R Pachońskiego;47
2026-04-30 16:00:53;P+R Krowodrza Górka;63
2026-04-30 16:00:53;P+R Czerwone Maki;86
2026-04-30 16:00:53;P+R Mały Płaszów;116
2026-04-30 16:00:53;P+R Nowy Bieżanów;49
2026-04-30 16:00:53;P+R Kurdwanów;86
2026-04-30 16:30:54;P+R Górka Narodowa;284
2026-04-30 16:30:54;P+R Pachońskiego;52
2026-04-30 16:30:54;P+R Krowodrza Górka;75
2026-04-30 16:30:54;P+R Czerwone Maki;102
2026-04-30 16:30:54;P+R Mały Płaszów;118
2026-04-30 16:30:54;P+R Nowy Bieżanów;57
2026-04-30 16:30:54;P+R Kurdwanów;98
2026-04-30 17:00:57;P+R Górka Narodowa;315
2026-04-30 17:00:57;P+R Pachońskiego;58
2026-04-30 17:00:57;P+R Krowodrza Górka;89
2026-04-30 17:00:57;P+R Czerwone Maki;118
2026-04-30 17:00:57;P+R Mały Płaszów;125
2026-04-30 17:00:57;P+R Nowy Bieżanów;73
2026-04-30 17:00:57;P+R Kurdwanów;106
2026-04-30 17:30:52;P+R Górka Narodowa;328
2026-04-30 17:30:52;P+R Pachońskiego;65
2026-04-30 17:30:52;P+R Krowodrza Górka;86
2026-04-30 17:30:52;P+R Czerwone Maki;125
2026-04-30 17:30:52;P+R Mały Płaszów;129
2026-04-30 17:30:52;P+R Nowy Bieżanów;77
2026-04-30 17:30:52;P+R Kurdwanów;113
2026-04-30 18:01:03;P+R Górka Narodowa;341
2026-04-30 18:01:03;P+R Pachońskiego;67
2026-04-30 18:01:03;P+R Krowodrza Górka;81
2026-04-30 18:01:03;P+R Czerwone Maki;129
2026-04-30 18:01:03;P+R Mały Płaszów;132
2026-04-30 18:01:03;P+R Nowy Bieżanów;78
2026-04-30 18:01:03;P+R Kurdwanów;121
2026-04-30 18:30:41;P+R Górka Narodowa;366
2026-04-30 18:30:41;P+R Pachońskiego;73
2026-04-30 18:30:41;P+R Krowodrza Górka;81
2026-04-30 18:30:41;P+R Czerwone Maki;129
2026-04-30 18:30:41;P+R Mały Płaszów;136
2026-04-30 18:30:41;P+R Nowy Bieżanów;82
2026-04-30 18:30:41;P+R Kurdwanów;126
2026-04-30 19:00:53;P+R Górka Narodowa;383
2026-04-30 19:00:53;P+R Pachońskiego;74
2026-04-30 19:00:53;P+R Krowodrza Górka;82
2026-04-30 19:00:53;P+R Czerwone Maki;138
2026-04-30 19:00:53;P+R Mały Płaszów;141
2026-04-30 19:00:53;P+R Nowy Bieżanów;85
2026-04-30 19:00:53;P+R Kurdwanów;127
2026-04-30 19:30:42;P+R Górka Narodowa;393
2026-04-30 19:30:42;P+R Pachońskiego;75
2026-04-30 19:30:42;P+R Krowodrza Górka;84
2026-04-30 19:30:42;P+R Czerwone Maki;143
2026-04-30 19:30:42;P+R Mały Płaszów;143
2026-04-30 19:30:42;P+R Nowy Bieżanów;87
2026-04-30 19:30:42;P+R Kurdwanów;132
2026-04-30 20:04:47;P+R Górka Narodowa;402
2026-04-30 20:04:47;P+R Pachońskiego;78
2026-04-30 20:04:47;P+R Krowodrza Górka;89
2026-04-30 20:04:47;P+R Czerwone Maki;146
2026-04-30 20:04:47;P+R Mały Płaszów;146
2026-04-30 20:04:47;P+R Nowy Bieżanów;91
2026-04-30 20:04:47;P+R Kurdwanów;133
2026-04-30 20:30:46;P+R Górka Narodowa;402
2026-04-30 20:30:46;P+R Pachońskiego;78
2026-04-30 20:30:46;P+R Krowodrza Górka;89
2026-04-30 20:30:46;P+R Czerwone Maki;149
2026-04-30 20:30:46;P+R Mały Płaszów;147
2026-04-30 20:30:46;P+R Nowy Bieżanów;91
2026-04-30 20:30:46;P+R Kurdwanów;139
2026-04-30 21:00:52;P+R Górka Narodowa;402
2026-04-30 21:00:52;P+R Pachońskiego;79
2026-04-30 21:00:52;P+R Krowodrza Górka;89
2026-04-30 21:00:52;P+R Czerwone Maki;153
2026-04-30 21:00:52;P+R Mały Płaszów;150
2026-04-30 21:00:52;P+R Nowy Bieżanów;91
2026-04-30 21:00:52;P+R Kurdwanów;143
2026-04-30 21:30:53;P+R Górka Narodowa;402
2026-04-30 21:30:53;P+R Pachońskiego;78
2026-04-30 21:30:53;P+R Krowodrza Górka;89
2026-04-30 21:30:53;P+R Czerwone Maki;156
2026-04-30 21:30:53;P+R Mały Płaszów;151
2026-04-30 21:30:53;P+R Nowy Bieżanów;92
2026-04-30 21:30:53;P+R Kurdwanów;144
